filename,family,volume_fraction,n_components,connectivity,percolates_x,percolates_y,symmetry,stiffness_class,auxetic_like
holes_059.png,holes,0.761,1,single,1,1,none,high,0
holes_060.png,holes,0.762,1,single,1,1,none,high,0
holes_061.png,holes,0.6912,2,few,1,1,none,high,0
holes_062.png,holes,0.5615,1,single,1,1,biaxial,high,0
holes_063.png,holes,0.8096,1,single,1,1,none,high,0
holes_064.png,holes,0.6482,1,single,1,1,none,high,0
holes_065.png,holes,0.738,1,single,1,1,none,high,0
holes_066.png,holes,0.875,1,single,1,1,none,high,0
holes_067.png,holes,0.8547,1,single,1,1,none,high,0
holes_068.png,holes,0.5928,2,few,1,1,none,high,0
holes_069.png,holes,0.8608,1,single,1,1,none,high,0
holes_070.png,holes,0.8076,1,single,1,1,biaxial,high,0
holes_071.png,holes,0.5991,1,single,1,1,none,high,0
holes_072.png,holes,0.5938,1,single,1,1,none,high,0
holes_073.png,holes,0.8711,1,single,1,1,biaxial,high,0
holes_074.png,holes,0.8037,1,single,1,1,none,high,0
holes_075.png,holes,0.645,1,single,1,1,none,high,0
holes_076.png,holes,0.4739,3,few,1,1,none,medium,0
holes_077.png,holes,0.7234,1,single,1,1,none,high,0
holes_078.png,holes,0.7268,2,few,1,1,none,high,0
holes_079.png,holes,0.7505,1,single,1,1,none,high,0
lattice_000.png,lattice,0.5273,1,single,1,1,square,medium,0
lattice_001.png,lattice,0.4375,1,single,1,1,diagonal,medium,0
lattice_002.png,lattice,0.4375,1,single,1,1,square,medium,0
lattice_003.png,lattice,0.7341,1,single,1,1,diagonal,high,0
lattice_004.png,lattice,0.8086,1,single,1,1,square,high,0
lattice_005.png,lattice,0.6658,1,single,1,1,diagonal,high,0
lattice_006.png,lattice,0.7947,1,single,1,1,diagonal,high,0
lattice_007.png,lattice,0.4375,1,single,1,1,diagonal,medium,0
lattice_008.png,lattice,0.6836,1,single,1,1,square,high,0
lattice_009.png,lattice,0.4375,1,single,1,1,square,medium,0
lattice_010.png,lattice,0.4375,1,single,1,1,diagonal,medium,0
lattice_011.png,lattice,0.75,1,single,1,1,square,high,0
lattice_012.png,lattice,0.6836,1,single,1,1,diagonal,high,0
lattice_013.png,lattice,0.75,1,single,1,1,diagonal,high,0
lattice_014.png,lattice,0.6287,1,single,1,1,diagonal,high,0
lattice_015.png,lattice,0.6287,1,single,1,1,diagonal,high,0
lattice_016.png,lattice,0.8086,1,single,1,1,square,high,0
lattice_017.png,lattice,0.75,1,single,1,1,square,high,0
lattice_018.png,lattice,0.5273,1,single,1,1,square,medium,0
lattice_019.png,lattice,0.4375,1,single,1,1,diagonal,medium,0
lattice_020.png,lattice,0.6836,1,single,1,1,square,high,0
lattice_021.png,lattice,0.7654,1,single,1,1,diagonal,high,0
lattice_022.png,lattice,0.8474,1,single,1,1,diagonal,high,0
lattice_023.png,lattice,0.6094,1,single,1,1,diagonal,high,0
lattice_024.png,lattice,0.5273,1,single,1,1,square,medium,0
lattice_025.png,lattice,0.6836,1,single,1,1,square,high,0
lattice_026.png,lattice,0.5273,1,single,1,1,square,medium,0
lattice_027.png,lattice,0.5273,1,single,1,1,square,medium,0
lattice_028.png,lattice,0.4607,1,single,1,1,diagonal,medium,0
lattice_029.png,lattice,0.6836,1,single,1,1,square,high,0
lattice_030.png,lattice,0.4375,1,single,1,1,square,medium,0
lattice_031.png,lattice,0.8594,1,single,1,1,square,high,0
lattice_032.png,lattice,0.5273,1,single,1,1,square,medium,0
lattice_033.png,lattice,0.4375,1,single,1,1,square,medium,0
lattice_034.png,lattice,0.75,1,single,1,1,diagonal,high,0
lattice_035.png,lattice,0.7178,1,single,1,1,square,high,0
lattice_036.png,lattice,0.7178,1,single,1,1,square,high,0
lattice_037.png,lattice,0.6094,1,single,1,1,square,high,0
lattice_038.png,lattice,0.5693,1,single,1,1,diagonal,high,0
lattice_039.png,lattice,0.5273,1,single,1,1,square,medium,0
lattice_040.png,lattice,0.8594,1,single,1,1,square,high,0
lattice_041.png,lattice,0.4375,1,single,1,1,diagonal,medium,0
lattice_042.png,lattice,0.4375,1,single,1,1,square,medium,0
lattice_043.png,lattice,0.4375,1,single,1,1,diagonal,medium,0
lattice_044.png,lattice,0.7178,1,single,1,1,diagonal,high,0
lattice_045.png,lattice,0.8086,1,single,1,1,square,high,0
lattice_046.png,lattice,0.5693,1,single,1,1,diagonal,high,0
lattice_047.png,lattice,0.5056,1,single,1,1,diagonal,medium,0
lattice_048.png,lattice,0.5273,1,single,1,1,diagonal,medium,0
lattice_049.png,lattice,0.6287,1,single,1,1,diagonal,high,0
lattice_050.png,lattice,0.4375,1,single,1,1,diagonal,medium,0
lattice_051.png,lattice,0.6287,1,single,1,1,diagonal,high,0
lattice_052.png,lattice,0.5273,1,single,1,1,square,medium,0
lattice_053.png,lattice,0.6836,1,single,1,1,square,high,0
lattice_054.png,lattice,0.835,1,single,1,1,square,high,0
lattice_055.png,lattice,0.5056,1,single,1,1,diagonal,medium,0
lattice_056.png,lattice,0.5693,1,single,1,1,square,high,0
lattice_057.png,lattice,0.75,1,single,1,1,square,high,0
lattice_058.png,lattice,0.6836,1,single,1,1,diagonal,high,0
lattice_059.png,lattice,0.6094,1,single,1,1,diagonal,high,0
lattice_060.png,lattice,0.5273,1,single,1,1,square,medium,0
lattice_061.png,lattice,0.75,1,single,1,1,square,high,0
lattice_062.png,lattice,0.6658,1,single,1,1,diagonal,high,0
lattice_063.png,lattice,0.6094,1,single,1,1,square,high,0
lattice_064.png,lattice,0.6836,1,single,1,1,diagonal,high,0
lattice_065.png,lattice,0.6287,1,single,1,1,diagonal,high,0
lattice_066.png,lattice,0.4375,1,single,1,1,diagonal,medium,0
lattice_067.png,lattice,0.6475,1,single,1,1,square,high,0
lattice_068.png,lattice,0.6836,1,single,1,1,diagonal,high,0
lattice_069.png,lattice,0.6287,1,single,1,1,diagonal,high,0
lattice_070.png,lattice,0.6836,1,single,1,1,diagonal,high,0
lattice_071.png,lattice,0.75,1,single,1,1,diagonal,high,0
lattice_072.png,lattice,0.75,1,single,1,1,diagonal,high,0
lattice_073.png,lattice,0.6094,1,single,1,1,square,high,0
lattice_074.png,lattice,0.7803,1,single,1,1,square,high,0
lattice_075.png,lattice,0.7947,1,single,1,1,diagonal,high,0
lattice_076.png,lattice,0.5693,1,single,1,1,square,high,0
lattice_077.png,lattice,0.6475,1,single,1,1,square,high,0
lattice_078.png,lattice,0.5273,1,single,1,1,diagonal,medium,0
lattice_079.png,lattice,0.7654,1,single,1,1,diagonal,high,0
cross_000.png,cross,0.1709,1,single,0,0,square,very_low,0
cross_001.png,cross,0.2939,1,single,0,0,square,very_low,0
cross_002.png,cross,0.2803,1,single,0,0,square,very_low,0
cross_003.png,cross,0.1953,1,single,0,0,square,very_low,0
cross_004.png,cross,0.3281,1,single,0,0,square,very_low,0
cross_005.png,cross,0.1719,1,single,0,0,square,very_low,0
cross_006.png,cross,0.2529,1,single,0,0,square,very_low,0
cross_007.png,cross,0.375,1,single,0,0,square,very_low,0
cross_008.png,cross,0.3076,1,single,0,0,square,very_low,0
cross_009.png,cross,0.2002,1,single,0,0,square,very_low,0
cross_010.png,cross,0.2803,1,single,0,0,square,very_low,0
cross_011.png,cross,0.2695,1,single,0,0,square,very_low,0
cross_012.png,cross,0.25,1,single,0,0,square,very_low,0
cross_013.png,cross,0.1641,1,single,0,0,square,very_low,0
cross_014.png,cross,0.2002,1,single,0,0,square,very_low,0
cross_015.png,cross,0.1406,1,single,0,0,square,very_low,0
cross_016.png,cross,0.2393,1,single,0,0,square,very_low,0
cross_017.png,cross,0.2197,1,single,0,0,square,very_low,0
cross_018.png,cross,0.2666,1,single,0,0,square,very_low,0
cross_019.png,cross,0.2686,1,single,0,0,square,very_low,0
cross_020.png,cross,0.1406,1,single,0,0,square,very_low,0
cross_021.png,cross,0.2109,1,single,0,0,square,very_low,0
cross_022.png,cross,0.1406,1,single,0,0,square,very_low,0
cross_023.png,cross,0.3594,1,single,0,0,square,very_low,0
cross_024.png,cross,0.2227,1,single,0,0,square,very_low,0
cross_025.png,cross,0.2002,1,single,0,0,square,very_low,0
cross_026.png,cross,0.335,1,single,0,0,square,very_low,0
cross_027.png,cross,0.3438,1,single,0,0,square,very_low,0
cross_028.png,cross,0.3438,1,single,0,0,square,very_low,0
cross_029.png,cross,0.2188,1,single,0,0,square,very_low,0
cross_030.png,cross,0.21,1,single,0,0,square,very_low,0
cross_031.png,cross,0.2031,1,single,0,0,square,very_low,0
cross_032.png,cross,0.2939,1,single,0,0,square,very_low,0
cross_033.png,cross,0.1719,1,single,0,0,square,very_low,0
cross_034.png,cross,0.1719,1,single,0,0,square,very_low,0
cross_035.png,cross,0.293,1,single,0,0,square,very_low,0
cross_036.png,cross,0.2588,1,single,0,0,square,very_low,0
cross_037.png,cross,0.1992,1,single,0,0,square,very_low,0
cross_038.png,cross,0.3076,1,single,0,0,square,very_low,0
cross_039.png,cross,0.2812,1,single,0,0,square,very_low,0
cross_040.png,cross,0.3125,1,single,0,0,square,very_low,0
cross_041.png,cross,0.2295,1,single,0,0,square,very_low,0
cross_042.png,cross,0.1406,1,single,0,0,square,very_low,0
cross_043.png,cross,0.3047,1,single,0,0,square,very_low,0
cross_044.png,cross,0.3076,1,single,0,0,square,very_low,0
cross_045.png,cross,0.3281,1,single,0,0,square,very_low,0
cross_046.png,cross,0.2344,1,single,0,0,square,very_low,0
cross_047.png,cross,0.1709,1,single,0,0,square,very_low,0
cross_048.png,cross,0.25,1,single,0,0,square,very_low,0
cross_049.png,cross,0.2666,1,single,0,0,square,very_low,0
cross_050.png,cross,0.2461,1,single,0,0,square,very_low,0
cross_051.png,cross,0.2344,1,single,0,0,square,very_low,0
cross_052.png,cross,0.1562,1,single,0,0,square,very_low,0
cross_053.png,cross,0.3906,1,single,0,0,square,very_low,0
cross_054.png,cross,0.3125,1,single,0,0,square,very_low,0
cross_055.png,cross,0.2109,1,single,0,0,square,very_low,0
cross_056.png,cross,0.21,1,single,0,0,square,very_low,0
cross_057.png,cross,0.1406,1,single,0,0,square,very_low,0
cross_058.png,cross,0.1709,1,single,0,0,square,very_low,0
cross_059.png,cross,0.2578,1,single,0,0,square,very_low,0
cross_060.png,cross,0.3047,1,single,0,0,square,very_low,0
cross_061.png,cross,0.375,1,single,0,0,square,very_low,0
cross_062.png,cross,0.3486,1,single,0,0,square,very_low,0
cross_063.png,cross,0.1953,1,single,0,0,square,very_low,0
cross_064.png,cross,0.2686,1,single,0,0,square,very_low,0
cross_065.png,cross,0.2393,1,single,0,0,square,very_low,0
cross_066.png,cross,0.3213,1,single,0,0,square,very_low,0
cross_067.png,cross,0.2529,1,single,0,0,square,very_low,0
cross_068.png,cross,0.2969,1,single,0,0,square,very_low,0
cross_069.png,cross,0.3076,1,single,0,0,square,very_low,0
cross_070.png,cross,0.3906,1,single,0,0,square,very_low,0
cross_071.png,cross,0.2031,1,single,0,0,square,very_low,0
cross_072.png,cross,0.2031,1,single,0,0,square,very_low,0
cross_073.png,cross,0.2393,1,single,0,0,square,very_low,0
cross_074.png,cross,0.3125,1,single,0,0,square,very_low,0
cross_075.png,cross,0.2666,1,single,0,0,square,very_low,0
cross_076.png,cross,0.2256,1,single,0,0,square,very_low,0
cross_077.png,cross,0.2578,1,single,0,0,square,very_low,0
cross_078.png,cross,0.1709,1,single,0,0,square,very_low,0
cross_079.png,cross,0.3076,1,single,0,0,square,very_low,0
ring_000.png,ring,0.2378,1,single,1,1,diagonal,low,0
ring_001.png,ring,0.2759,1,single,1,1,diagonal,low,0
ring_002.png,ring,0.2036,1,single,1,1,diagonal,low,0
ring_003.png,ring,0.2383,1,single,1,1,square,low,0
ring_004.png,ring,0.3164,1,single,1,1,diagonal,low,0
ring_005.png,ring,0.2607,1,single,1,1,square,low,0
ring_006.png,ring,0.2188,1,single,1,1,square,low,0
ring_007.png,ring,0.2656,1,single,1,1,square,low,0
ring_008.png,ring,0.2725,1,single,1,1,diagonal,low,0
ring_009.png,ring,0.2578,1,single,1,1,square,low,0
ring_010.png,ring,0.3037,1,single,1,1,square,low,0
ring_011.png,ring,0.2852,1,single,1,1,square,low,0
ring_012.png,ring,0.3223,1,single,1,1,square,low,0
ring_013.png,ring,0.2598,1,single,1,1,square,low,0
ring_014.png,ring,0.2275,1,single,1,1,diagonal,low,0
ring_015.png,ring,0.2495,1,single,1,1,diagonal,low,0
ring_016.png,ring,0.2925,1,single,1,1,diagonal,low,0
ring_017.png,ring,0.2383,1,single,1,1,square,low,0
ring_018.png,ring,0.3027,1,single,1,1,square,low,0
ring_019.png,ring,0.2705,1,single,1,1,square,low,0
ring_020.png,ring,0.27,1,single,1,1,diagonal,low,0
ring_021.png,ring,0.2305,1,single,1,1,diagonal,low,0
ring_022.png,ring,0.2446,1,single,1,1,diagonal,low,0
ring_023.png,ring,0.2656,1,single,1,1,square,low,0
ring_024.png,ring,0.291,1,single,1,1,diagonal,low,0
ring_025.png,ring,0.3315,1,single,1,1,diagonal,low,0
ring_026.png,ring,0.2178,1,single,1,1,diagonal,low,0
ring_027.png,ring,0.2422,1,single,1,1,square,low,0
ring_028.png,ring,0.2617,1,single,1,1,diagonal,low,0
ring_029.png,ring,0.2319,1,single,1,1,diagonal,low,0
ring_030.png,ring,0.2275,1,single,1,1,square,low,0
ring_031.png,ring,0.3037,1,single,1,1,square,low,0
ring_032.png,ring,0.2285,1,single,1,1,square,low,0
ring_033.png,ring,0.2559,1,single,1,1,square,low,0
ring_034.png,ring,0.3154,1,single,1,1,square,low,0
ring_035.png,ring,0.2246,1,single,1,1,square,low,0
ring_036.png,ring,0.3184,1,single,1,1,square,low,0
ring_037.png,ring,0.2866,1,single,1,1,diagonal,low,0
ring_038.png,ring,0.291,1,single,1,1,square,low,0
ring_039.png,ring,0.2695,1,single,1,1,diagonal,low,0
ring_040.png,ring,0.2275,1,single,1,1,square,low,0
ring_041.png,ring,0.3105,1,single,1,1,square,low,0
ring_042.png,ring,0.2471,1,single,1,1,diagonal,low,0
ring_043.png,ring,0.2847,1,single,1,1,diagonal,low,0
ring_044.png,ring,0.2222,1,single,1,1,diagonal,low,0
ring_045.png,ring,0.2041,1,single,1,1,diagonal,low,0
ring_046.png,ring,0.2383,1,single,1,1,square,low,0
ring_047.png,ring,0.2207,1,single,1,1,diagonal,low,0
ring_048.png,ring,0.2417,1,single,1,1,diagonal,low,0
ring_049.png,ring,0.3281,1,single,1,1,square,low,0
ring_050.png,ring,0.2397,1,single,1,1,diagonal,low,0
ring_051.png,ring,0.2998,1,single,1,1,diagonal,low,0
ring_052.png,ring,0.2168,1,single,1,1,diagonal,low,0
ring_053.png,ring,0.2144,1,single,1,1,diagonal,low,0
ring_054.png,ring,0.1973,1,single,1,1,square,low,0
ring_055.png,ring,0.1846,1,single,1,1,diagonal,low,0
ring_056.png,ring,0.1855,1,single,1,1,diagonal,low,0
ring_057.png,ring,0.3105,1,single,1,1,square,low,0
ring_058.png,ring,0.2183,1,single,1,1,diagonal,low,0
ring_059.png,ring,0.2568,1,single,1,1,square,low,0
ring_060.png,ring,0.269,1,single,1,1,diagonal,low,0
ring_061.png,ring,0.2319,1,single,1,1,diagonal,low,0
ring_062.png,ring,0.2832,1,single,1,1,square,low,0
ring_063.png,ring,0.2275,1,single,1,1,square,low,0
ring_064.png,ring,0.2852,1,single,1,1,square,low,0
ring_065.png,ring,0.21,1,single,1,1,square,low,0
ring_066.png,ring,0.2305,1,single,1,1,square,low,0
ring_067.png,ring,0.3247,1,single,1,1,diagonal,low,0
ring_068.png,ring,0.2031,1,single,1,1,square,low,0
ring_069.png,ring,0.2925,1,single,1,1,diagonal,low,0
ring_070.png,ring,0.2627,1,single,1,1,square,low,0
ring_071.png,ring,0.2925,1,single,1,1,diagonal,low,0
ring_072.png,ring,0.209,1,single,1,1,diagonal,low,0
ring_073.png,ring,0.2891,1,single,1,1,square,low,0
ring_074.png,ring,0.2529,1,single,1,1,diagonal,low,0
ring_075.png,ring,0.249,1,single,1,1,square,low,0
ring_076.png,ring,0.2427,1,single,1,1,diagonal,low,0
ring_077.png,ring,0.2256,1,single,1,1,square,low,0
ring_078.png,ring,0.2061,1,single,1,1,square,low,0
ring_079.png,ring,0.2568,1,single,1,1,square,low,0
bars_000.png,bars,0.1719,1,single,0,1,biaxial,low,0
bars_001.png,bars,0.2324,4,many,0,0,biaxial,very_low,0
bars_002.png,bars,0.136,1,single,1,0,none,low,0
bars_003.png,bars,0.2686,3,few,1,0,biaxial,low,0
bars_004.png,bars,0.1328,2,few,0,0,none,very_low,0
bars_005.png,bars,0.2129,1,single,0,1,biaxial,low,0
bars_006.png,bars,0.1892,2,few,0,0,none,very_low,0
bars_007.png,bars,0.2544,1,single,0,0,none,very_low,0
bars_008.png,bars,0.1406,3,few,0,0,none,very_low,0
bars_009.png,bars,0.1211,1,single,0,0,biaxial,very_low,0
bars_010.png,bars,0.3457,5,many,0,1,biaxial,low,0
bars_011.png,bars,0.4248,1,single,1,1,biaxial,medium,0
bars_012.png,bars,0.1687,2,few,0,0,none,very_low,0
bars_013.png,bars,0.1472,2,few,0,0,none,very_low,0
bars_014.png,bars,0.1289,3,few,0,0,biaxial,very_low,0
bars_015.png,bars,0.2783,3,few,0,0,biaxial,very_low,0
bars_016.png,bars,0.2515,1,single,0,0,none,very_low,0
bars_017.png,bars,0.2695,1,single,0,1,biaxial,low,0
bars_018.png,bars,0.1875,2,few,0,1,biaxial,low,0
bars_019.png,bars,0.3516,3,few,0,1,biaxial,low,0
bars_020.png,bars,0.1816,3,few,0,0,biaxial,very_low,0
bars_021.png,bars,0.1243,3,few,0,0,none,very_low,0
bars_022.png,bars,0.4072,1,single,1,1,biaxial,medium,0
bars_023.png,bars,0.2102,3,few,0,0,none,very_low,0
bars_024.png,bars,0.1401,1,single,1,0,none,low,0
bars_025.png,bars,0.2422,2,few,0,1,biaxial,low,0
bars_026.png,bars,0.3369,4,many,1,0,biaxial,low,0
bars_027.png,bars,0.1665,3,few,0,0,none,very_low,0
bars_028.png,bars,0.1318,4,many,0,0,biaxial,very_low,0
bars_029.png,bars,0.1782,2,few,0,0,none,very_low,0
bars_030.png,bars,0.1265,2,few,0,0,none,very_low,0
bars_031.png,bars,0.2002,6,many,0,0,biaxial,very_low,0
bars_032.png,bars,0.1514,1,single,0,1,none,low,0
bars_033.png,bars,0.123,1,single,0,0,none,very_low,0
bars_034.png,bars,0.1775,2,few,0,0,none,very_low,0
bars_035.png,bars,0.1809,2,few,0,0,none,very_low,0
bars_036.png,bars,0.2446,1,single,0,1,none,low,0
bars_037.png,bars,0.2959,1,single,1,0,biaxial,low,0
bars_038.png,bars,0.2556,1,single,0,1,none,low,0
bars_039.png,bars,0.1841,2,few,1,0,none,low,0
bars_040.png,bars,0.3105,1,single,1,0,biaxial,low,0
bars_041.png,bars,0.1936,2,few,1,0,none,low,0
bars_042.png,bars,0.2192,2,few,1,0,none,low,0
bars_043.png,bars,0.187,1,single,1,0,none,low,0
bars_044.png,bars,0.1602,1,single,0,0,none,very_low,0
bars_045.png,bars,0.158,1,single,0,1,none,low,0
bars_046.png,bars,0.1965,1,single,0,0,none,very_low,0
bars_047.png,bars,0.3037,1,single,1,1,biaxial,low,0
bars_048.png,bars,0.2197,3,few,1,0,biaxial,low,0
bars_049.png,bars,0.1992,3,few,0,0,none,very_low,0
bars_050.png,bars,0.2449,2,few,1,0,none,low,0
bars_051.png,bars,0.4082,1,single,1,0,biaxial,low,0
bars_052.png,bars,0.2861,3,few,1,1,biaxial,low,0
bars_053.png,bars,0.2339,3,few,0,0,none,very_low,0
bars_054.png,bars,0.2676,1,single,0,1,biaxial,low,0
bars_055.png,bars,0.1445,2,few,0,0,none,very_low,0
bars_056.png,bars,0.1638,4,many,0,0,none,very_low,0
bars_057.png,bars,0.3301,1,single,0,1,biaxial,low,0
bars_058.png,bars,0.1709,1,single,1,0,none,low,0
bars_059.png,bars,0.134,2,few,0,0,none,very_low,0
bars_060.png,bars,0.1887,2,few,0,0,none,very_low,0
bars_061.png,bars,0.3176,1,single,0,1,none,low,0
bars_062.png,bars,0.1758,1,single,0,1,biaxial,low,0
bars_063.png,bars,0.1335,2,few,0,0,none,very_low,0
bars_064.png,bars,0.2236,1,single,1,0,biaxial,low,0
bars_065.png,bars,0.1797,1,single,1,1,none,low,0
bars_066.png,bars,0.1514,4,many,0,0,biaxial,very_low,0
bars_067.png,bars,0.2588,1,single,1,1,none,low,0
bars_068.png,bars,0.1226,1,single,0,0,none,very_low,0
bars_069.png,bars,0.1213,3,few,0,0,none,very_low,0
bars_070.png,bars,0.2424,3,few,1,0,none,low,0
bars_071.png,bars,0.2144,1,single,0,1,none,low,0
bars_072.png,bars,0.1543,3,few,0,1,biaxial,low,0
bars_073.png,bars,0.4287,1,single,1,0,biaxial,low,0
bars_074.png,bars,0.2061,1,single,1,1,biaxial,low,0
bars_075.png,bars,0.3047,2,few,1,1,biaxial,low,0
bars_076.png,bars,0.2214,1,single,0,0,none,very_low,0
bars_077.png,bars,0.1218,2,few,0,0,none,very_low,0
bars_078.png,bars,0.1885,4,many,0,0,biaxial,very_low,0
bars_079.png,bars,0.3105,1,single,0,1,biaxial,low,0
reentrant_000.png,reentrant,0.2705,1,single,1,1,biaxial,low,1
reentrant_001.png,reentrant,0.2744,1,single,1,1,biaxial,low,1
reentrant_002.png,reentrant,0.4072,1,single,1,1,biaxial,medium,1
reentrant_003.png,reentrant,0.3936,1,single,1,1,biaxial,medium,1
reentrant_004.png,reentrant,0.3975,1,single,1,1,biaxial,medium,1
reentrant_005.png,reentrant,0.2744,1,single,1,1,biaxial,low,1
reentrant_006.png,reentrant,0.333,1,single,1,1,biaxial,low,1
reentrant_007.png,reentrant,0.2812,1,single,1,1,biaxial,low,1
reentrant_008.png,reentrant,0.3975,1,single,1,1,biaxial,medium,1
reentrant_009.png,reentrant,0.4072,1,single,1,1,biaxial,medium,1
reentrant_010.png,reentrant,0.3936,1,single,1,1,biaxial,medium,1
reentrant_011.png,reentrant,0.3975,1,single,1,1,biaxial,medium,1
reentrant_012.png,reentrant,0.4043,1,single,1,1,biaxial,medium,1
reentrant_013.png,reentrant,0.2734,1,single,1,1,biaxial,low,1
reentrant_014.png,reentrant,0.2715,1,single,1,1,biaxial,low,1
reentrant_015.png,reentrant,0.3359,1,single,1,1,biaxial,low,1
reentrant_016.png,reentrant,0.3936,1,single,1,1,biaxial,medium,1
reentrant_017.png,reentrant,0.2764,1,single,1,1,biaxial,low,1
reentrant_018.png,reentrant,0.4072,1,single,1,1,biaxial,medium,1
reentrant_019.png,reentrant,0.2705,1,single,1,1,biaxial,low,1
reentrant_020.png,reentrant,0.3936,1,single,1,1,biaxial,medium,1
reentrant_021.png,reentrant,0.2744,1,single,1,1,biaxial,low,1
reentrant_022.png,reentrant,0.333,1,single,1,1,biaxial,low,1
reentrant_023.png,reentrant,0.3281,1,single,1,1,biaxial,low,1
reentrant_024.png,reentrant,0.3984,1,single,1,1,biaxial,medium,1
reentrant_025.png,reentrant,0.3281,1,single,1,1,biaxial,low,1
reentrant_026.png,reentrant,0.3369,1,single,1,1,biaxial,low,1
reentrant_027.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_028.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_029.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_030.png,reentrant,0.2803,1,single,1,1,biaxial,low,1
reentrant_031.png,reentrant,0.333,1,single,1,1,biaxial,low,1
reentrant_032.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_033.png,reentrant,0.2773,1,single,1,1,biaxial,low,1
reentrant_034.png,reentrant,0.2764,1,single,1,1,biaxial,low,1
reentrant_035.png,reentrant,0.2705,1,single,1,1,biaxial,low,1
reentrant_036.png,reentrant,0.2812,1,single,1,1,biaxial,low,1
reentrant_037.png,reentrant,0.3291,1,single,1,1,biaxial,low,1
reentrant_038.png,reentrant,0.3877,1,single,1,1,biaxial,medium,1
reentrant_039.png,reentrant,0.333,1,single,1,1,biaxial,low,1
